fh,TempOut,hora
2017-05-04,22.72,16:30:00
2017-05-04,22.20,17:00:00
2017-05-04,22.22,17:30:00
2017-05-04,21.54,18:00:00
2017-05-04,21.55,18:30:00
2017-05-04,20.73,19:00:00
2017-05-04,20.71,19:30:00
2017-05-04,19.81,20:00:00
2017-05-04,19.79,20:30:00
2017-05-04,18.89,21:00:00
2017-05-04,18.87,21:30:00
2017-05-04,18.05,22:00:00
2017-05-04,18.06,22:30:00
2017-05-04,17.38,23:00:00
2017-05-04,17.40,23:30:00
2017-05-05,16.89,00:00:00
2017-05-05,16.91,00:30:00
2017-05-05,16.58,01:00:00
2017-05-05,16.57,01:30:00
2017-05-05,16.44,02:00:00
2017-05-05,16.41,02:30:00
2017-05-05,16.50,03:00:00
2017-05-05,16.49,03:30:00
2017-05-05,16.82,04:00:00
2017-05-05,16.82,04:30:00
2017-05-05,17.37,05:00:00
2017-05-05,17.40,05:30:00
2017-05-05,18.13,06:00:00
2017-05-05,18.15,06:30:00
2017-05-05,18.98,07:00:00
2017-05-05,18.98,07:30:00
2017-05-05,19.85,08:00:00
2017-05-05,19.83,08:30:00
2017-05-05,20.68,09:00:00
2017-05-05,20.66,09:30:00
2017-05-05,21.46,10:00:00
2017-05-05,21.46,10:30:00
2017-05-05,22.17,11:00:00
2017-05-05,22.19,11:30:00
2017-05-05,22.76,12:00:00
2017-05-05,22.78,12:30:00
2017-05-05,23.14,13:00:00
2017-05-05,23.14,13:30:00
2017-05-05,23.26,14:00:00
2017-05-05,23.24,14:30:00
2017-05-05,23.10,15:00:00
2017-05-05,23.08,15:30:00
2017-05-05,22.72,16:00:00
2017-05-05,22.71,16:30:00
2017-05-05,22.17,17:00:00
2017-05-05,22.18,17:30:00
2017-05-05,21.50,18:00:00
2017-05-05,21.52,18:30:00
2017-05-05,20.72,19:00:00
2017-05-05,20.74,19:30:00
2017-05-05,19.86,20:00:00
2017-05-05,19.85,20:30:00
2017-05-05,18.95,21:00:00
2017-05-05,18.93,21:30:00
2017-05-05,18.08,22:00:00
2017-05-05,18.07,22:30:00
2017-05-05,17.36,23:00:00
2017-05-05,17.36,23:30:00
2017-05-06,16.86,00:00:00
2017-05-06,16.89,00:30:00
2017-05-06,16.57,01:00:00
2017-05-06,16.59,01:30:00
2017-05-06,16.48,02:00:00
2017-05-06,16.48,02:30:00
2017-05-06,16.58,03:00:00
2017-05-06,16.56,03:30:00
2017-05-06,16.87,04:00:00
2017-05-06,16.85,04:30:00
2017-05-06,17.38,05:00:00
2017-05-06,17.38,05:30:00
2017-05-06,18.10,06:00:00
2017-05-06,18.12,06:30:00
2017-05-06,18.96,07:00:00
2017-05-06,45.00,07:30:00
2017-05-06,19.88,08:00:00
2017-05-06,19.88,08:30:00
2017-05-06,20.76,09:00:00
2017-05-06,20.74,09:30:00
2017-05-06,21.53,10:00:00
2017-05-06,21.51,10:30:00
2017-05-06,22.20,11:00:00
2017-05-06,22.19,11:30:00
2017-05-06,22.73,12:00:00
2017-05-06,22.75,12:30:00
2017-05-06,23.11,13:00:00
2017-05-06,23.14,13:30:00
2017-05-06,23.27,14:00:00
2017-05-06,23.28,14:30:00
2017-05-06,23.17,15:00:00
2017-05-06,23.15,15:30:00
2017-05-06,22.79,16:00:00
2017-05-06,22.77,16:30:00
2017-05-06,22.20,17:00:00
2017-05-06,22.19,17:30:00
2017-05-06,21.49,18:00:00
2017-05-06,21.50,18:30:00
2017-05-06,20.70,19:00:00
2017-05-06,20.72,19:30:00
2017-05-06,19.86,20:00:00
2017-05-06,19.88,20:30:00
2017-05-06,19.00,21:00:00
2017-05-06,19.00,21:30:00
2017-05-06,18.16,22:00:00
2017-05-06,18.14,22:30:00
2017-05-06,17.41,23:00:00
2017-05-06,17.39,23:30:00
2017-05-07,16.88,00:00:00
2017-05-07,16.88,00:30:00
2017-05-07,16.56,01:00:00
2017-05-07,16.58,01:30:00
2017-05-07,16.49,02:00:00
2017-05-07,16.51,02:30:00
2017-05-07,16.64,03:00:00
2017-05-07,16.64,03:30:00
2017-05-07,16.96,04:00:00
2017-05-07,16.94,04:30:00
2017-05-07,17.46,05:00:00
2017-05-07,17.43,05:30:00
2017-05-07,18.12,06:00:00
2017-05-07,18.12,06:30:00
2017-05-07,18.95,07:00:00
2017-05-07,18.97,07:30:00
2017-05-07,19.87,08:00:00
2017-05-07,19.90,08:30:00
2017-05-07,20.79,09:00:00
2017-05-07,20.80,09:30:00
2017-05-07,21.62,10:00:00
2017-05-07,21.60,10:30:00
2017-05-07,22.28,11:00:00
2017-05-07,22.26,11:30:00
2017-05-07,22.78,12:00:00
2017-05-07,22.77,12:30:00
2017-05-07,23.11,13:00:00
2017-05-07,23.12,13:30:00
2017-05-07,23.26,14:00:00
2017-05-07,23.28,14:30:00
2017-05-07,23.19,15:00:00
2017-05-07,23.20,15:30:00
2017-05-07,22.86,16:00:00
2017-05-07,22.85,16:30:00
2017-05-07,22.29,17:00:00
2017-05-07,22.27,17:30:00
2017-05-07,21.54,18:00:00
2017-05-07,21.53,18:30:00
2017-05-07,20.70,19:00:00
2017-05-07,20.71,19:30:00
2017-05-07,19.85,20:00:00
2017-05-07,19.87,20:30:00
2017-05-07,19.01,21:00:00
2017-05-07,19.03,21:30:00
2017-05-07,18.22,22:00:00
2017-05-07,18.22,22:30:00
2017-05-07,17.50,23:00:00
2017-05-07,17.47,23:30:00
2017-05-08,16.96,00:00:00
2017-05-08,16.94,00:30:00
2017-05-08,16.59,01:00:00
2017-05-08,16.59,01:30:00
2017-05-08,16.48,02:00:00
2017-05-08,16.50,02:30:00
2017-05-08,16.65,03:00:00
2017-05-08,16.67,03:30:00
2017-05-08,17.02,04:00:00
2017-05-08,17.02,04:30:00
2017-05-08,17.56,05:00:00
2017-05-08,17.54,05:30:00
2017-05-08,18.22,06:00:00
2017-05-08,18.19,06:30:00
2017-05-08,19.00,07:00:00
2017-05-08,18.99,07:30:00
2017-05-08,19.88,08:00:00
2017-05-08,19.89,08:30:00
2017-05-08,20.80,09:00:00
2017-05-08,20.82,09:30:00
2017-05-08,21.66,10:00:00
2017-05-08,21.67,10:30:00
2017-05-08,22.37,11:00:00
2017-05-08,22.36,11:30:00
2017-05-08,22.88,12:00:00
2017-05-08,22.85,12:30:00
2017-05-08,23.17,13:00:00
2017-05-08,23.16,13:30:00
2017-05-08,23.27,14:00:00
2017-05-08,23.28,14:30:00
2017-05-08,23.19,15:00:00
2017-05-08,23.21,15:30:00
2017-05-08,22.89,16:00:00
2017-05-08,22.91,16:30:00
2017-05-08,22.37,17:00:00
2017-05-08,22.37,17:30:00
2017-05-08,21.64,18:00:00
2017-05-08,21.62,18:30:00
2017-05-08,20.78,19:00:00
2017-05-08,20.76,19:30:00
2017-05-08,19.87,20:00:00
2017-05-08,19.87,20:30:00
2017-05-08,19.01,21:00:00
2017-05-08,19.03,21:30:00
2017-05-08,18.24,22:00:00
2017-05-08,18.26,22:30:00
2017-05-08,17.56,23:00:00
2017-05-08,17.56,23:30:00
2017-05-09,17.07,00:00:00
2017-05-09,17.05,00:30:00
2017-05-09,16.69,01:00:00
2017-05-09,16.66,01:30:00
2017-05-09,16.53,02:00:00
2017-05-09,16.53,02:30:00
2017-05-09,16.66,03:00:00
2017-05-09,16.67,03:30:00
2017-05-09,17.04,04:00:00
2017-05-09,17.06,04:30:00
2017-05-09,17.62,05:00:00
2017-05-09,17.63,05:30:00
2017-05-09,18.32,06:00:00
2017-05-09,18.31,06:30:00
2017-05-09,19.10,07:00:00
2017-05-09,19.08,07:30:00
2017-05-09,19.94,08:00:00
2017-05-09,19.93,08:30:00
2017-05-09,20.81,09:00:00
2017-05-09,20.83,09:30:00
2017-05-09,21.67,10:00:00
2017-05-09,21.69,10:30:00
2017-05-09,22.42,11:00:00
2017-05-09,22.43,11:30:00
2017-05-09,22.97,12:00:00
2017-05-09,22.96,12:30:00
2017-05-09,23.28,13:00:00
2017-05-09,23.26,13:30:00
2017-05-09,23.35,14:00:00
2017-05-09,23.33,14:30:00
2017-05-09,23.21,15:00:00
2017-05-09,23.22,15:30:00
2017-05-09,22.90,16:00:00
2017-05-09,22.92,16:30:00
2017-05-09,22.41,17:00:00
2017-05-09,22.43,17:30:00
2017-05-09,21.73,18:00:00
2017-05-09,21.73,18:30:00
2017-05-09,20.89,19:00:00
2017-05-09,20.87,19:30:00
2017-05-09,19.96,20:00:00
2017-05-09,19.94,20:30:00
2017-05-09,19.05,21:00:00
2017-05-09,19.05,21:30:00
2017-05-09,18.24,22:00:00
2017-05-09,18.27,22:30:00
2017-05-09,17.59,23:00:00
2017-05-09,17.61,23:30:00
2017-05-10,17.15,00:00:00
2017-05-10,17.16,00:30:00
2017-05-10,16.81,01:00:00
2017-05-10,16.79,01:30:00
2017-05-10,16.65,02:00:00
2017-05-10,16.62,02:30:00
2017-05-10,16.72,03:00:00
2017-05-10,16.72,03:30:00
2017-05-10,17.06,04:00:00
2017-05-10,17.08,04:30:00
2017-05-10,17.64,05:00:00
2017-05-10,17.67,05:30:00
2017-05-10,18.39,06:00:00
2017-05-10,18.40,06:30:00
2017-05-10,19.22,07:00:00
2017-05-10,19.20,07:30:00
2017-05-10,20.06,08:00:00
2017-05-10,20.04,08:30:00
2017-05-10,20.89,09:00:00
2017-05-10,20.88,09:30:00
2017-05-10,21.70,10:00:00
2017-05-10,21.71,10:30:00
2017-05-10,22.44,11:00:00
2017-05-10,22.46,11:30:00
2017-05-10,23.02,12:00:00
2017-05-10,23.04,12:30:00
2017-05-10,23.38,13:00:00
2017-05-10,23.38,13:30:00
2017-05-10,23.47,14:00:00
2017-05-10,23.45,14:30:00
2017-05-10,23.31,15:00:00
2017-05-10,23.29,15:30:00
2017-05-10,22.94,16:00:00
2017-05-10,22.95,16:30:00
2017-05-10,22.42,17:00:00
2017-05-10,22.45,17:30:00
2017-05-10,21.77,18:00:00
2017-05-10,21.79,18:30:00
2017-05-10,20.98,19:00:00
2017-05-10,20.98,19:30:00
2017-05-10,20.09,20:00:00
2017-05-10,20.06,20:30:00
2017-05-10,19.16,21:00:00
2017-05-10,19.14,21:30:00
2017-05-10,18.30,22:00:00
2017-05-10,18.30,22:30:00
2017-05-10,17.61,23:00:00
2017-05-10,17.63,23:30:00
2017-05-11,17.19,00:00:00
2017-05-11,17.21,00:30:00
2017-05-11,16.89,01:00:00
2017-05-11,16.89,01:30:00
2017-05-11,16.77,02:00:00
2017-05-11,16.76,02:30:00
2017-05-11,16.85,03:00:00
2017-05-11,16.82,03:30:00
2017-05-11,17.14,04:00:00
2017-05-11,17.13,04:30:00
2017-05-11,17.68,05:00:00
2017-05-11,17.69,05:30:00
2017-05-11,18.42,06:00:00
2017-05-11,18.44,06:30:00
2017-05-11,19.28,07:00:00
2017-05-11,19.30,07:30:00
2017-05-11,20.18,08:00:00
2017-05-11,20.17,08:30:00
2017-05-11,21.03,09:00:00
2017-05-11,21.00,09:30:00
2017-05-11,21.80,10:00:00
2017-05-11,21.78,10:30:00
2017-05-11,22.48,11:00:00
2017-05-11,22.49,11:30:00
2017-05-11,23.05,12:00:00
2017-05-11,23.07,12:30:00
2017-05-11,23.44,13:00:00
2017-05-11,23.46,13:30:00
2017-05-11,23.58,14:00:00
2017-05-11,23.57,14:30:00
2017-05-11,23.44,15:00:00
2017-05-11,23.42,15:30:00
2017-05-11,23.06,16:00:00
2017-05-11,23.04,16:30:00
2017-05-11,22.48,17:00:00
2017-05-11,22.49,17:30:00
2017-05-11,21.79,18:00:00
2017-05-11,21.82,18:30:00
2017-05-11,21.02,19:00:00
2017-05-11,21.04,19:30:00
2017-05-11,20.18,20:00:00
2017-05-11,20.18,20:30:00
2017-05-11,19.29,21:00:00
2017-05-11,19.27,21:30:00
2017-05-11,18.42,22:00:00
2017-05-11,18.40,22:30:00
2017-05-11,17.68,23:00:00
2017-05-11,17.67,23:30:00
2017-05-12,17.23,00:00:00
2017-05-12,17.24,00:30:00
2017-05-12,16.93,01:00:00
2017-05-12,16.95,01:30:00
2017-05-12,16.86,02:00:00
2017-05-12,16.86,02:30:00
2017-05-12,16.98,03:00:00
2017-05-12,16.96,03:30:00
2017-05-12,17.28,04:00:00
2017-05-12,17.26,04:30:00
2017-05-12,17.77,05:00:00
2017-05-12,17.76,05:30:00
2017-05-12,18.47,06:00:00
2017-05-12,18.48,06:30:00
2017-05-12,19.32,07:00:00
2017-05-12,19.34,07:30:00
2017-05-12,20.25,08:00:00
2017-05-12,20.26,08:30:00
2017-05-12,21.15,09:00:00
2017-05-12,21.14,09:30:00
2017-05-12,21.94,10:00:00
2017-05-12,21.91,10:30:00
2017-05-12,22.59,11:00:00
2017-05-12,22.58,11:30:00
2017-05-12,23.11,12:00:00
2017-05-12,23.11,12:30:00
2017-05-12,23.47,13:00:00
2017-05-12,23.49,13:30:00
2017-05-12,23.63,14:00:00
2017-05-12,23.65,14:30:00
2017-05-12,23.55,15:00:00
2017-05-12,23.55,15:30:00
2017-05-12,23.19,16:00:00
2017-05-12,23.17,16:30:00
2017-05-12,22.61,17:00:00
2017-05-12,22.59,17:30:00
2017-05-12,21.87,18:00:00
2017-05-12,21.87,18:30:00
2017-05-12,21.06,19:00:00
2017-05-12,21.08,19:30:00
2017-05-12,20.22,20:00:00
2017-05-12,20.24,20:30:00
2017-05-12,19.38,21:00:00
2017-05-12,19.39,21:30:00
2017-05-12,18.56,22:00:00
2017-05-12,18.54,22:30:00
2017-05-12,17.81,23:00:00
2017-05-12,17.79,23:30:00
2017-05-13,17.32,00:00:00
2017-05-13,17.31,00:30:00
2017-05-13,16.98,01:00:00
2017-05-13,16.99,01:30:00
2017-05-13,16.90,02:00:00
2017-05-13,16.92,02:30:00
2017-05-13,17.06,03:00:00
2017-05-13,17.07,03:30:00
2017-05-13,17.41,04:00:00
2017-05-13,17.40,04:30:00
2017-05-13,17.92,05:00:00
2017-05-13,17.89,05:30:00
2017-05-13,18.58,06:00:00
2017-05-13,18.56,06:30:00
2017-05-13,19.38,07:00:00
2017-05-13,19.39,07:30:00
2017-05-13,20.28,08:00:00
2017-05-13,20.31,08:30:00
2017-05-13,21.21,09:00:00
2017-05-13,21.23,09:30:00
2017-05-13,22.06,10:00:00
2017-05-13,22.05,10:30:00
2017-05-13,22.74,11:00:00
2017-05-13,22.72,11:30:00
2017-05-13,23.23,12:00:00
2017-05-13,23.21,12:30:00
2017-05-13,23.54,13:00:00
2017-05-13,23.54,13:30:00
2017-05-13,23.67,14:00:00
2017-05-13,23.69,14:30:00
2017-05-13,23.60,15:00:00
2017-05-13,23.63,15:30:00
2017-05-13,23.30,16:00:00
2017-05-13,23.30,16:30:00
2017-05-13,22.75,17:00:00
2017-05-13,22.73,17:30:00
2017-05-13,22.00,18:00:00
2017-05-13,21.98,18:30:00
2017-05-13,21.14,19:00:00
2017-05-13,21.14,19:30:00
2017-05-13,20.26,20:00:00
2017-05-13,20.28,20:30:00
2017-05-13,19.43,21:00:00
2017-05-13,19.45,21:30:00
2017-05-13,18.65,22:00:00
2017-05-13,18.66,22:30:00
2017-05-13,17.95,23:00:00
2017-05-13,17.93,23:30:00
2017-05-14,17.47,00:00:00
2017-05-14,17.44,00:30:00
2017-05-14,17.08,01:00:00
2017-05-14,17.07,01:30:00
2017-05-14,16.95,02:00:00
2017-05-14,16.97,02:30:00
2017-05-14,17.10,03:00:00
2017-05-14,17.13,03:30:00
2017-05-14,17.49,04:00:00
2017-05-14,17.50,04:30:00
2017-05-14,18.05,05:00:00
2017-05-14,18.04,05:30:00
2017-05-14,18.72,06:00:00
2017-05-14,18.70,06:30:00
2017-05-14,19.50,07:00:00
2017-05-14,19.48,07:30:00
2017-05-14,20.35,08:00:00
2017-05-14,20.36,08:30:00
2017-05-14,21.25,09:00:00
2017-05-14,21.28,09:30:00
2017-05-14,22.12,10:00:00
2017-05-14,22.14,10:30:00
2017-05-14,22.86,11:00:00
2017-05-14,22.85,11:30:00
2017-05-14,23.38,12:00:00
2017-05-14,23.36,12:30:00
2017-05-14,23.67,13:00:00
2017-05-14,23.65,13:30:00
2017-05-14,23.75,14:00:00
2017-05-14,23.75,14:30:00
2017-05-14,23.65,15:00:00
2017-05-14,23.67,15:30:00
2017-05-14,23.35,16:00:00
2017-05-14,23.38,16:30:00
2017-05-14,22.85,17:00:00
2017-05-14,22.86,17:30:00
2017-05-14,22.15,18:00:00
2017-05-14,22.13,18:30:00
2017-05-14,21.28,19:00:00
2017-05-14,21.26,19:30:00
2017-05-14,20.36,20:00:00
2017-05-14,20.35,20:30:00
2017-05-14,19.48,21:00:00
2017-05-14,19.49,21:30:00
2017-05-14,18.69,22:00:00
2017-05-14,18.72,22:30:00
2017-05-14,18.04,23:00:00
2017-05-14,18.05,23:30:00
2017-05-15,17.60,00:00:00
2017-05-15,17.59,00:30:00
2017-05-15,17.23,01:00:00
2017-05-15,17.21,01:30:00
2017-05-15,17.07,02:00:00
2017-05-15,17.05,02:30:00
2017-05-15,17.17,03:00:00
2017-05-15,17.18,03:30:00
2017-05-15,17.53,04:00:00
2017-05-15,17.56,04:30:00
2017-05-15,18.12,05:00:00
2017-05-15,18.14,05:30:00
2017-05-15,18.85,06:00:00
2017-05-15,18.84,06:30:00
2017-05-15,19.65,07:00:00
2017-05-15,19.62,07:30:00
2017-05-15,20.48,08:00:00
2017-05-15,20.46,08:30:00
2017-05-15,21.33,09:00:00
2017-05-15,21.33,09:30:00
2017-05-15,22.17,10:00:00
2017-05-15,22.19,10:30:00
2017-05-15,22.92,11:00:00
2017-05-15,22.94,11:30:00
2017-05-15,23.49,12:00:00
2017-05-15,23.49,12:30:00
2017-05-15,23.82,13:00:00
2017-05-15,23.80,13:30:00
2017-05-15,23.89,14:00:00
2017-05-15,23.87,14:30:00
2017-05-15,23.74,15:00:00
2017-05-15,23.73,15:30:00
2017-05-15,23.40,16:00:00
2017-05-15,23.42,16:30:00
2017-05-15,22.90,17:00:00
2017-05-15,22.93,17:30:00
2017-05-15,22.24,18:00:00
2017-05-15,22.25,18:30:00
2017-05-15,21.43,19:00:00
2017-05-15,21.41,19:30:00
2017-05-15,20.51,20:00:00
2017-05-15,20.48,20:30:00
2017-05-15,19.58,21:00:00
2017-05-15,19.57,21:30:00
2017-05-15,18.75,22:00:00
2017-05-15,18.76,22:30:00
2017-05-15,18.08,23:00:00
2017-05-15,18.11,23:30:00
2017-05-16,17.69,00:00:00
2017-05-16,17.70,00:30:00
2017-05-16,17.36,01:00:00
2017-05-16,17.35,01:30:00
2017-05-16,17.22,02:00:00
2017-05-16,17.19,02:30:00
2017-05-16,17.29,03:00:00
2017-05-16,17.27,03:30:00
2017-05-16,17.60,04:00:00
2017-05-16,17.61,04:30:00
2017-05-16,18.17,05:00:00
2017-05-16,18.19,05:30:00
2017-05-16,18.92,06:00:00
2017-05-16,18.94,06:30:00
2017-05-16,19.77,07:00:00
2017-05-16,19.76,07:30:00
2017-05-16,20.63,08:00:00
2017-05-16,20.61,08:30:00
2017-05-16,21.46,09:00:00
2017-05-16,21.44,09:30:00
2017-05-16,22.25,10:00:00
2017-05-16,22.25,10:30:00
2017-05-16,22.96,11:00:00
2017-05-16,22.98,11:30:00
2017-05-16,23.55,12:00:00
2017-05-16,23.57,12:30:00
2017-05-16,23.93,13:00:00
2017-05-16,23.93,13:30:00
2017-05-16,24.04,14:00:00
2017-05-16,24.02,14:30:00
2017-05-16,23.88,15:00:00
2017-05-16,23.86,15:30:00
2017-05-16,23.50,16:00:00
2017-05-16,23.49,16:30:00
2017-05-16,22.96,17:00:00
2017-05-16,22.97,17:30:00
2017-05-16,22.29,18:00:00
2017-05-16,22.31,18:30:00
2017-05-16,21.52,19:00:00
2017-05-16,21.53,19:30:00
2017-05-16,20.65,20:00:00
2017-05-16,20.63,20:30:00
2017-05-16,19.73,21:00:00
2017-05-16,19.71,21:30:00
2017-05-16,18.86,22:00:00
2017-05-16,18.85,22:30:00
2017-05-16,18.14,23:00:00
2017-05-16,18.15,23:30:00
2017-05-17,17.73,00:00:00
2017-05-17,17.75,00:30:00
2017-05-17,17.44,01:00:00
2017-05-17,17.45,01:30:00
2017-05-17,17.34,02:00:00
2017-05-17,17.34,02:30:00
2017-05-17,17.44,03:00:00
2017-05-17,17.41,03:30:00
2017-05-17,17.73,04:00:00
2017-05-17,17.71,04:30:00
2017-05-17,18.24,05:00:00
2017-05-17,18.24,05:30:00
2017-05-17,18.96,06:00:00
2017-05-17,18.98,06:30:00
2017-05-17,19.83,07:00:00
2017-05-17,19.85,07:30:00
2017-05-17,20.74,08:00:00
2017-05-17,20.74,08:30:00
2017-05-17,21.61,09:00:00
2017-05-17,21.59,09:30:00
2017-05-17,22.39,10:00:00
2017-05-17,22.36,10:30:00
2017-05-17,23.05,11:00:00
2017-05-17,23.05,11:30:00
2017-05-17,23.60,12:00:00
2017-05-17,23.61,12:30:00
2017-05-17,23.98,13:00:00
2017-05-17,24.00,13:30:00
2017-05-17,24.14,14:00:00
2017-05-17,24.14,14:30:00
2017-05-17,24.02,15:00:00
2017-05-17,24.01,15:30:00
2017-05-17,23.64,16:00:00
2017-05-17,23.62,16:30:00
2017-05-17,23.06,17:00:00
2017-05-17,23.05,17:30:00
2017-05-17,22.35,18:00:00
2017-05-17,22.36,18:30:00
2017-05-17,21.56,19:00:00
2017-05-17,21.58,19:30:00
2017-05-17,20.73,20:00:00
2017-05-17,20.74,20:30:00
2017-05-17,19.86,21:00:00
2017-05-17,19.85,21:30:00
2017-05-17,19.01,22:00:00
2017-05-17,18.99,22:30:00
2017-05-17,18.26,23:00:00
2017-05-17,18.24,23:30:00
2017-05-18,17.79,00:00:00
2017-05-18,17.80,00:30:00
2017-05-18,17.47,01:00:00
2017-05-18,17.50,01:30:00
2017-05-18,17.41,02:00:00
2017-05-18,17.43,02:30:00
2017-05-18,17.55,03:00:00
2017-05-18,17.55,03:30:00
2017-05-18,17.87,04:00:00
2017-05-18,17.85,04:30:00
2017-05-18,18.37,05:00:00
2017-05-18,18.34,05:30:00
2017-05-18,19.04,06:00:00
2017-05-18,19.04,06:30:00
2017-05-18,19.87,07:00:00
2017-05-18,19.89,07:30:00
2017-05-18,20.79,08:00:00
2017-05-18,20.82,08:30:00
2017-05-18,21.71,09:00:00
2017-05-18,21.71,09:30:00
2017-05-18,22.53,10:00:00
2017-05-18,22.51,10:30:00
2017-05-18,23.19,11:00:00
2017-05-18,23.16,11:30:00
2017-05-18,23.69,12:00:00
2017-05-18,23.68,12:30:00
2017-05-18,24.02,13:00:00
2017-05-18,24.04,13:30:00
2017-05-18,24.18,14:00:00
2017-05-18,24.20,14:30:00
2017-05-18,24.11,15:00:00
2017-05-18,24.12,15:30:00
2017-05-18,23.78,16:00:00
2017-05-18,23.76,16:30:00
2017-05-18,23.20,17:00:00
2017-05-18,23.18,17:30:00
2017-05-18,22.45,18:00:00
2017-05-18,22.44,18:30:00
2017-05-18,21.62,19:00:00
2017-05-18,21.63,19:30:00
2017-05-18,20.76,20:00:00
2017-05-18,20.79,20:30:00
2017-05-18,19.93,21:00:00
2017-05-18,19.95,21:30:00
2017-05-18,19.13,22:00:00
2017-05-18,19.13,22:30:00
2017-05-18,18.41,23:00:00
2017-05-18,18.38,23:30:00
2017-05-19,17.90,00:00:00
2017-05-19,17.89,00:30:00
2017-05-19,17.54,01:00:00
2017-05-19,17.54,01:30:00
2017-05-19,17.44,02:00:00
2017-05-19,17.46,02:30:00
2017-05-19,17.60,03:00:00
2017-05-19,17.62,03:30:00
2017-05-19,17.97,04:00:00
2017-05-19,17.98,04:30:00
2017-05-19,18.50,05:00:00
2017-05-19,18.48,05:30:00
2017-05-19,19.16,06:00:00
2017-05-19,19.14,06:30:00
2017-05-19,19.95,07:00:00
2017-05-19,19.94,07:30:00
2017-05-19,20.83,08:00:00
2017-05-19,20.85,08:30:00
2017-05-19,21.75,09:00:00
2017-05-19,21.78,09:30:00
2017-05-19,22.61,10:00:00
2017-05-19,22.62,10:30:00
2017-05-19,23.32,11:00:00
2017-05-19,23.30,11:30:00
2017-05-19,23.82,12:00:00
2017-05-19,23.80,12:30:00
2017-05-19,24.12,13:00:00
2017-05-19,24.11,13:30:00
2017-05-19,24.22,14:00:00
2017-05-19,24.24,14:30:00
2017-05-19,24.14,15:00:00
2017-05-19,24.17,15:30:00
2017-05-19,23.85,16:00:00
2017-05-19,23.86,16:30:00
2017-05-19,23.32,17:00:00
2017-05-19,23.31,17:30:00
2017-05-19,22.59,18:00:00
2017-05-19,22.57,18:30:00
2017-05-19,21.72,19:00:00
2017-05-19,21.71,19:30:00
2017-05-19,20.82,20:00:00
2017-05-19,20.83,20:30:00
2017-05-19,19.97,21:00:00
2017-05-19,19.99,21:30:00
2017-05-19,19.19,22:00:00
2017-05-19,19.21,22:30:00
2017-05-19,18.52,23:00:00
2017-05-19,18.51,23:30:00
2017-05-20,18.04,00:00:00
2017-05-20,18.01,00:30:00
2017-05-20,17.65,01:00:00
2017-05-20,17.63,01:30:00
2017-05-20,17.50,02:00:00
2017-05-20,17.50,02:30:00
2017-05-20,17.63,03:00:00
2017-05-20,17.65,03:30:00
2017-05-20,18.01,04:00:00
2017-05-20,18.04,04:30:00
2017-05-20,18.59,05:00:00
2017-05-20,18.60,05:30:00
2017-05-20,19.29,06:00:00
2017-05-20,19.27,06:30:00
2017-05-20,20.07,07:00:00
2017-05-20,20.04,07:30:00
2017-05-20,20.91,08:00:00
2017-05-20,20.90,08:30:00
2017-05-20,21.79,09:00:00
2017-05-20,21.80,09:30:00
2017-05-20,22.64,10:00:00
2017-05-20,22.67,10:30:00
2017-05-20,23.39,11:00:00
2017-05-20,23.40,11:30:00
2017-05-20,23.94,12:00:00
2017-05-20,23.93,12:30:00
2017-05-20,24.25,13:00:00
2017-05-20,24.22,13:30:00
2017-05-20,24.32,14:00:00
2017-05-20,24.30,14:30:00
2017-05-20,24.18,15:00:00
2017-05-20,24.20,15:30:00
2017-05-20,23.88,16:00:00
2017-05-20,23.90,16:30:00
2017-05-20,23.38,17:00:00
2017-05-20,23.40,17:30:00
2017-05-20,22.70,18:00:00
2017-05-20,22.69,18:30:00
2017-05-20,21.86,19:00:00
2017-05-20,21.83,19:30:00
2017-05-20,20.93,20:00:00
2017-05-20,20.91,20:30:00
2017-05-20,20.02,21:00:00
2017-05-20,20.02,21:30:00
2017-05-20,19.22,22:00:00
2017-05-20,19.24,22:30:00
2017-05-20,18.56,23:00:00
2017-05-20,18.58,23:30:00
2017-05-21,18.12,00:00:00
2017-05-21,18.12,00:30:00
2017-05-21,17.77,01:00:00
2017-05-21,17.75,01:30:00
2017-05-21,17.61,02:00:00
2017-05-21,17.59,02:30:00
2017-05-21,17.69,03:00:00
2017-05-21,17.69,03:30:00
2017-05-21,18.03,04:00:00
2017-05-21,18.05,04:30:00
2017-05-21,18.62,05:00:00
2017-05-21,18.64,05:30:00
2017-05-21,19.36,06:00:00
2017-05-21,19.37,06:30:00
2017-05-21,20.18,07:00:00
2017-05-21,20.17,07:30:00
2017-05-21,21.03,08:00:00
2017-05-21,21.00,08:30:00
2017-05-21,21.86,09:00:00
2017-05-21,21.85,09:30:00
2017-05-21,22.67,10:00:00
2017-05-21,22.69,10:30:00
2017-05-21,23.41,11:00:00
2017-05-21,23.44,11:30:00
2017-05-21,24.00,12:00:00
2017-05-21,24.01,12:30:00
2017-05-21,24.35,13:00:00
2017-05-21,24.34,13:30:00
2017-05-21,24.44,14:00:00
2017-05-21,24.41,14:30:00
2017-05-21,24.28,15:00:00
2017-05-21,24.26,15:30:00
2017-05-21,23.91,16:00:00
2017-05-21,23.92,16:30:00
2017-05-21,23.40,17:00:00
2017-05-21,23.42,17:30:00
2017-05-21,22.74,18:00:00
2017-05-21,22.76,18:30:00
2017-05-21,21.95,19:00:00
