fh,temp,hora
2017-05-21,24.69,17:00:00
2017-05-21,23.94,18:00:00
2017-05-21,23.09,19:00:00
2017-05-21,22.21,20:00:00
2017-05-21,21.36,21:00:00
2017-05-21,20.58,22:00:00
2017-05-21,19.91,23:00:00
2017-05-22,19.45,00:00:00
2017-05-22,19.09,01:00:00
2017-05-22,18.94,02:00:00
2017-05-22,19.02,03:00:00
2017-05-22,19.33,04:00:00
2017-05-22,19.87,05:00:00
2017-05-22,20.60,06:00:00
2017-05-22,21.46,07:00:00
2017-05-22,22.38,08:00:00
2017-05-22,23.27,09:00:00
2017-05-22,24.08,10:00:00
2017-05-22,24.75,11:00:00
2017-05-22,25.24,12:00:00
2017-05-22,25.56,13:00:00
2017-05-22,25.67,14:00:00
2017-05-22,25.58,15:00:00
2017-05-22,25.29,16:00:00
2017-05-22,24.78,17:00:00
2017-05-22,24.09,18:00:00
2017-05-22,23.26,19:00:00
2017-05-22,22.34,20:00:00
2017-05-22,21.42,21:00:00
2017-05-22,20.57,22:00:00
2017-05-22,19.87,23:00:00
2017-05-23,19.41,00:00:00
2017-05-23,19.11,01:00:00
2017-05-23,19.03,02:00:00
2017-05-23,19.15,03:00:00
2017-05-23,19.48,04:00:00
2017-05-23,19.98,05:00:00
2017-05-23,20.65,06:00:00
2017-05-23,21.44,07:00:00
2017-05-23,22.32,08:00:00
2017-05-23,23.23,09:00:00
2017-05-23,24.09,10:00:00
2017-05-23,24.83,11:00:00
2017-05-23,25.38,12:00:00
2017-05-23,25.71,13:00:00
2017-05-23,25.79,14:00:00
2017-05-23,25.63,15:00:00
2017-05-23,25.27,16:00:00
2017-05-23,24.73,17:00:00
2017-05-23,24.05,18:00:00
2017-05-23,23.27,19:00:00
2017-05-23,22.43,20:00:00
2017-05-23,21.56,21:00:00
2017-05-23,20.72,22:00:00
2017-05-23,19.98,23:00:00
2017-05-24,19.44,00:00:00
2017-05-24,19.07,01:00:00
2017-05-24,18.96,02:00:00
2017-05-24,19.11,03:00:00
2017-05-24,19.49,04:00:00
2017-05-24,20.06,05:00:00
2017-05-24,20.78,06:00:00
2017-05-24,21.58,07:00:00
2017-05-24,22.42,08:00:00
2017-05-24,23.26,09:00:00
2017-05-24,24.06,10:00:00
2017-05-24,24.77,11:00:00
2017-05-24,25.33,12:00:00
2017-05-24,25.72,13:00:00
2017-05-24,25.87,14:00:00
2017-05-24,25.76,15:00:00
2017-05-24,25.40,16:00:00
2017-05-24,24.82,17:00:00
2017-05-24,24.08,18:00:00
2017-05-24,23.24,19:00:00
2017-05-24,22.36,20:00:00
2017-05-24,21.51,21:00:00
2017-05-24,20.73,22:00:00
2017-05-24,20.06,23:00:00
2017-05-25,19.55,00:00:00
2017-05-25,19.20,01:00:00
2017-05-25,19.04,02:00:00
2017-05-25,19.12,03:00:00
2017-05-25,19.44,04:00:00
2017-05-25,19.98,05:00:00
2017-05-25,20.72,06:00:00
2017-05-25,21.58,07:00:00
2017-05-25,22.49,08:00:00
2017-05-25,23.38,09:00:00
2017-05-25,24.18,10:00:00
2017-05-25,24.85,11:00:00
2017-05-25,25.35,12:00:00
2017-05-25,25.66,13:00:00
2017-05-25,25.79,14:00:00
2017-05-25,25.70,15:00:00
2017-05-25,25.40,16:00:00
2017-05-25,24.89,17:00:00
2017-05-25,24.20,18:00:00
2017-05-25,23.36,19:00:00
2017-05-25,22.44,20:00:00
2017-05-25,21.52,21:00:00
2017-05-25,20.68,22:00:00
2017-05-25,19.98,23:00:00
2017-05-26,19.48,00:00:00
2017-05-26,19.18,01:00:00
2017-05-26,19.10,02:00:00
2017-05-26,19.22,03:00:00
2017-05-26,19.54,04:00:00
2017-05-26,20.05,05:00:00
2017-05-26,20.71,06:00:00
2017-05-26,21.51,07:00:00
2017-05-26,22.40,08:00:00
2017-05-26,23.31,09:00:00
2017-05-26,24.17,10:00:00
2017-05-26,24.91,11:00:00
2017-05-26,25.45,12:00:00
2017-05-26,25.77,13:00:00
2017-05-26,25.85,14:00:00
2017-05-26,25.69,15:00:00
2017-05-26,25.33,16:00:00
2017-05-26,24.80,17:00:00
2017-05-26,24.13,18:00:00
2017-05-26,23.35,19:00:00
2017-05-26,22.50,20:00:00
2017-05-26,21.63,21:00:00
2017-05-26,20.79,22:00:00
2017-05-26,20.04,23:00:00
2017-05-27,19.46,00:00:00
2017-05-27,19.10,01:00:00
2017-05-27,19.00,02:00:00
2017-05-27,19.14,03:00:00
2017-05-27,19.52,04:00:00
2017-05-27,20.09,05:00:00
2017-05-27,20.80,06:00:00
2017-05-27,21.60,07:00:00
2017-05-27,22.44,08:00:00
2017-05-27,23.29,09:00:00
2017-05-27,24.09,10:00:00
2017-05-27,24.80,11:00:00
2017-05-27,25.37,12:00:00
2017-05-27,25.75,13:00:00
2017-05-27,25.90,14:00:00
2017-05-27,25.79,15:00:00
2017-05-27,25.43,16:00:00
2017-05-27,24.85,17:00:00
2017-05-27,24.10,18:00:00
2017-05-27,23.27,19:00:00
2017-05-27,22.40,20:00:00
2017-05-27,21.55,21:00:00
2017-05-27,20.77,22:00:00
2017-05-27,20.10,23:00:00
2017-05-28,19.54,00:00:00
2017-05-28,19.18,01:00:00
2017-05-28,19.02,02:00:00
2017-05-28,19.10,03:00:00
2017-05-28,19.42,04:00:00
2017-05-28,19.98,05:00:00
2017-05-28,20.71,06:00:00
2017-05-28,21.57,07:00:00
2017-05-28,22.48,08:00:00
2017-05-28,23.37,09:00:00
2017-05-28,24.16,10:00:00
2017-05-28,24.83,11:00:00
2017-05-28,25.33,12:00:00
2017-05-28,25.65,13:00:00
2017-05-28,25.78,14:00:00
2017-05-28,25.70,15:00:00
2017-05-28,25.40,16:00:00
2017-05-28,24.89,17:00:00
2017-05-28,24.19,18:00:00
2017-05-28,23.34,19:00:00
2017-05-28,22.42,20:00:00
2017-05-28,21.51,21:00:00
2017-05-28,20.67,22:00:00
2017-05-28,19.98,23:00:00
2017-05-29,19.44,00:00:00
2017-05-29,19.14,01:00:00
2017-05-29,19.05,02:00:00
2017-05-29,19.17,03:00:00
2017-05-29,19.49,04:00:00
2017-05-29,19.99,05:00:00
2017-05-29,20.65,06:00:00
2017-05-29,21.46,07:00:00
2017-05-29,22.35,08:00:00
2017-05-29,23.27,09:00:00
2017-05-29,24.13,10:00:00
2017-05-29,24.86,11:00:00
2017-05-29,25.40,12:00:00
2017-05-29,25.71,13:00:00
2017-05-29,25.79,14:00:00
2017-05-29,25.64,15:00:00
2017-05-29,25.28,16:00:00
2017-05-29,24.76,17:00:00
2017-05-29,24.09,18:00:00
2017-05-29,23.31,19:00:00
2017-05-29,22.45,20:00:00
2017-05-29,21.58,21:00:00
2017-05-29,20.73,22:00:00
2017-05-29,19.99,23:00:00
2017-05-30,19.37,00:00:00
2017-05-30,19.01,01:00:00
2017-05-30,18.91,02:00:00
2017-05-30,19.06,03:00:00
2017-05-30,19.44,04:00:00
2017-05-30,20.01,05:00:00
2017-05-30,20.71,06:00:00
2017-05-30,21.51,07:00:00
2017-05-30,22.35,08:00:00
2017-05-30,23.19,09:00:00
2017-05-30,24.00,10:00:00
2017-05-30,24.71,11:00:00
2017-05-30,25.29,12:00:00
2017-05-30,25.67,13:00:00
2017-05-30,25.81,14:00:00
2017-05-30,25.70,15:00:00
2017-05-30,25.33,16:00:00
2017-05-30,24.75,17:00:00
2017-05-30,24.01,18:00:00
2017-05-30,23.18,19:00:00
2017-05-30,22.31,20:00:00
2017-05-30,21.47,21:00:00
2017-05-30,20.69,22:00:00
2017-05-30,20.01,23:00:00
2017-05-31,19.41,00:00:00
2017-05-31,19.05,01:00:00
2017-05-31,18.89,02:00:00
2017-05-31,18.97,03:00:00
2017-05-31,19.30,04:00:00
2017-05-31,19.85,05:00:00
2017-05-31,20.59,06:00:00
2017-05-31,21.45,07:00:00
2017-05-31,22.36,08:00:00
2017-05-31,23.24,09:00:00
2017-05-31,24.03,10:00:00
2017-05-31,24.69,11:00:00
2017-05-31,25.20,12:00:00
2017-05-31,25.53,13:00:00
2017-05-31,25.66,14:00:00
2017-05-31,25.58,15:00:00
2017-05-31,25.28,16:00:00
2017-05-31,24.76,17:00:00
2017-05-31,24.06,18:00:00
2017-05-31,23.21,19:00:00
2017-05-31,22.29,20:00:00
2017-05-31,21.37,21:00:00
2017-05-31,20.54,22:00:00
2017-05-31,19.85,23:00:00
2017-06-01,19.29,00:00:00
2017-06-01,18.99,01:00:00
2017-06-01,18.89,02:00:00
2017-06-01,19.01,03:00:00
2017-06-01,19.32,04:00:00
2017-06-01,19.82,05:00:00
2017-06-01,20.49,06:00:00
2017-06-01,21.30,07:00:00
2017-06-01,22.19,08:00:00
2017-06-01,23.11,09:00:00
2017-06-01,23.97,10:00:00
2017-06-01,24.70,11:00:00
2017-06-01,25.23,12:00:00
2017-06-01,25.55,13:00:00
2017-06-01,25.62,14:00:00
2017-06-01,25.47,15:00:00
2017-06-01,25.12,16:00:00
2017-06-01,24.60,17:00:00
2017-06-01,23.93,18:00:00
2017-06-01,23.15,19:00:00
2017-06-01,22.29,20:00:00
2017-06-01,21.41,21:00:00
2017-06-01,20.56,22:00:00
2017-06-01,19.81,23:00:00
2017-06-02,19.17,00:00:00
2017-06-02,18.82,01:00:00
2017-06-02,18.72,02:00:00
2017-06-02,18.87,03:00:00
2017-06-02,19.25,04:00:00
2017-06-02,19.82,05:00:00
2017-06-02,20.51,06:00:00
2017-06-02,21.30,07:00:00
2017-06-02,22.14,08:00:00
2017-06-02,22.99,09:00:00
2017-06-02,23.80,10:00:00
2017-06-02,24.53,11:00:00
2017-06-02,25.10,12:00:00
2017-06-02,25.48,13:00:00
2017-06-02,25.62,14:00:00
2017-06-02,25.50,15:00:00
2017-06-02,25.13,16:00:00
2017-06-02,24.55,17:00:00
2017-06-02,23.81,18:00:00
2017-06-02,22.98,19:00:00
2017-06-02,22.12,20:00:00
2017-06-02,21.28,21:00:00
2017-06-02,20.50,22:00:00
2017-06-02,19.82,23:00:00
2017-06-03,19.19,00:00:00
2017-06-03,18.82,01:00:00
2017-06-03,18.66,02:00:00
2017-06-03,18.74,03:00:00
2017-06-03,19.08,04:00:00
2017-06-03,19.64,05:00:00
2017-06-03,20.38,06:00:00
2017-06-03,21.24,07:00:00
2017-06-03,22.14,08:00:00
2017-06-03,23.01,09:00:00
2017-06-03,23.80,10:00:00
2017-06-03,24.46,11:00:00
2017-06-03,24.97,12:00:00
2017-06-03,25.30,13:00:00
2017-06-03,25.44,14:00:00
2017-06-03,25.36,15:00:00
2017-06-03,25.06,16:00:00
2017-06-03,24.54,17:00:00
2017-06-03,23.83,18:00:00
2017-06-03,22.98,19:00:00
2017-06-03,22.06,20:00:00
2017-06-03,21.15,21:00:00
2017-06-03,20.32,22:00:00
2017-06-03,19.64,23:00:00
2017-06-04,19.05,00:00:00
2017-06-04,18.75,01:00:00
2017-06-04,18.65,02:00:00
2017-06-04,18.76,03:00:00
2017-06-04,19.06,04:00:00
2017-06-04,19.56,05:00:00
2017-06-04,20.24,06:00:00
2017-06-04,21.05,07:00:00
2017-06-04,21.95,08:00:00
2017-06-04,22.87,09:00:00
2017-06-04,23.73,10:00:00
2017-06-04,24.45,11:00:00
2017-06-04,24.98,12:00:00
2017-06-04,25.29,13:00:00
2017-06-04,25.37,14:00:00
2017-06-04,25.22,15:00:00
2017-06-04,24.88,16:00:00
2017-06-04,24.36,17:00:00
2017-06-04,23.69,18:00:00
2017-06-04,22.91,19:00:00
2017-06-04,22.05,20:00:00
2017-06-04,21.16,21:00:00
2017-06-04,20.31,22:00:00
2017-06-04,19.56,23:00:00
2017-06-05,18.90,00:00:00
2017-06-05,18.55,01:00:00
2017-06-05,18.46,02:00:00
2017-06-05,18.62,03:00:00
2017-06-05,18.99,04:00:00
2017-06-05,19.55,05:00:00
2017-06-05,20.24,06:00:00
2017-06-05,21.03,07:00:00
2017-06-05,21.87,08:00:00
2017-06-05,22.72,09:00:00
2017-06-05,23.54,10:00:00
2017-06-05,24.27,11:00:00
2017-06-05,24.85,12:00:00
2017-06-05,25.22,13:00:00
2017-06-05,25.36,14:00:00
2017-06-05,25.23,15:00:00
2017-06-05,24.85,16:00:00
2017-06-05,24.27,17:00:00
2017-06-05,23.54,18:00:00
2017-06-05,22.72,19:00:00
2017-06-05,21.86,20:00:00
2017-06-05,21.02,21:00:00
2017-06-05,20.24,22:00:00
2017-06-05,19.55,23:00:00
2017-06-06,18.90,00:00:00
2017-06-06,18.53,01:00:00
2017-06-06,18.37,02:00:00
2017-06-06,18.46,03:00:00
2017-06-06,18.80,04:00:00
2017-06-06,19.36,05:00:00
2017-06-06,20.11,06:00:00
2017-06-06,20.96,07:00:00
2017-06-06,21.86,08:00:00
2017-06-06,22.73,09:00:00
2017-06-06,23.51,10:00:00
2017-06-06,24.17,11:00:00
2017-06-06,24.69,12:00:00
2017-06-06,25.03,13:00:00
2017-06-06,25.17,14:00:00
2017-06-06,25.09,15:00:00
2017-06-06,24.79,16:00:00
2017-06-06,24.26,17:00:00
2017-06-06,23.55,18:00:00
2017-06-06,22.69,19:00:00
2017-06-06,21.77,20:00:00
2017-06-06,20.86,21:00:00
2017-06-06,20.04,22:00:00
2017-06-06,19.36,23:00:00
2017-06-07,18.77,00:00:00
2017-06-07,18.46,01:00:00
2017-06-07,18.36,02:00:00
2017-06-07,18.46,03:00:00
2017-06-07,18.77,04:00:00
2017-06-07,19.27,05:00:00
2017-06-07,19.94,06:00:00
2017-06-07,20.76,07:00:00
2017-06-07,21.67,08:00:00
2017-06-07,22.59,09:00:00
2017-06-07,23.45,10:00:00
2017-06-07,24.17,11:00:00
2017-06-07,24.69,12:00:00
2017-06-07,24.99,13:00:00
2017-06-07,25.07,14:00:00
2017-06-07,24.93,15:00:00
2017-06-07,24.59,16:00:00
2017-06-07,24.08,17:00:00
2017-06-07,23.41,18:00:00
2017-06-07,22.63,19:00:00
2017-06-07,21.76,20:00:00
2017-06-07,20.87,21:00:00
2017-06-07,20.01,22:00:00
2017-06-07,19.27,23:00:00
2017-06-08,18.60,00:00:00
2017-06-08,18.26,01:00:00
2017-06-08,18.18,02:00:00
2017-06-08,18.33,03:00:00
2017-06-08,18.71,04:00:00
2017-06-08,19.26,05:00:00
2017-06-08,19.95,06:00:00
2017-06-08,20.73,07:00:00
2017-06-08,21.57,08:00:00
2017-06-08,22.43,09:00:00
2017-06-08,23.25,10:00:00
2017-06-08,23.98,11:00:00
2017-06-08,24.56,12:00:00
2017-06-08,24.94,13:00:00
2017-06-08,25.06,14:00:00
2017-06-08,24.93,15:00:00
2017-06-08,24.56,16:00:00
2017-06-08,23.97,17:00:00
2017-06-08,23.25,18:00:00
2017-06-08,22.43,19:00:00
2017-06-08,21.58,20:00:00
2017-06-08,20.74,21:00:00
2017-06-08,19.95,22:00:00
2017-06-08,19.26,23:00:00
2017-06-09,18.61,00:00:00
2017-06-09,18.23,01:00:00
2017-06-09,18.08,02:00:00
2017-06-09,18.17,03:00:00
2017-06-09,18.51,04:00:00
2017-06-09,19.08,05:00:00
2017-06-09,19.83,06:00:00
2017-06-09,20.68,07:00:00
2017-06-09,21.57,08:00:00
2017-06-09,22.43,09:00:00
2017-06-09,23.21,10:00:00
2017-06-09,23.88,11:00:00
2017-06-09,24.40,12:00:00
2017-06-09,24.74,13:00:00
2017-06-09,24.89,14:00:00
2017-06-09,24.81,15:00:00
2017-06-09,24.51,16:00:00
2017-06-09,23.97,17:00:00
2017-06-09,23.25,18:00:00
2017-06-09,22.39,19:00:00
2017-06-09,21.47,20:00:00
2017-06-09,20.57,21:00:00
2017-06-09,19.76,22:00:00
2017-06-09,19.08,23:00:00
2017-06-10,18.49,00:00:00
2017-06-10,18.19,01:00:00
2017-06-10,18.08,02:00:00
2017-06-10,18.18,03:00:00
2017-06-10,18.48,04:00:00
2017-06-10,18.98,05:00:00
2017-06-10,19.66,06:00:00
2017-06-10,20.49,07:00:00
2017-06-10,21.40,08:00:00
2017-06-10,22.32,09:00:00
2017-06-10,23.17,10:00:00
2017-06-10,23.88,11:00:00
2017-06-10,24.41,12:00:00
2017-06-10,24.71,13:00:00
2017-06-10,24.78,14:00:00
2017-06-10,24.65,15:00:00
2017-06-10,24.31,16:00:00
2017-06-10,23.80,17:00:00
2017-06-10,23.14,18:00:00
2017-06-10,22.35,19:00:00
2017-06-10,21.48,20:00:00
2017-06-10,20.58,21:00:00
2017-06-10,19.72,22:00:00
2017-06-10,18.98,23:00:00
2017-06-11,18.33,00:00:00
2017-06-11,18.00,01:00:00
2017-06-11,17.92,02:00:00
2017-06-11,18.08,03:00:00
2017-06-11,18.45,04:00:00
2017-06-11,18.99,05:00:00
2017-06-11,19.68,06:00:00
2017-06-11,20.46,07:00:00
2017-06-11,21.30,08:00:00
2017-06-11,22.16,09:00:00
2017-06-11,22.99,10:00:00
2017-06-11,23.72,11:00:00
2017-06-11,24.30,12:00:00
2017-06-11,24.68,13:00:00
2017-06-11,24.80,14:00:00
2017-06-11,24.66,15:00:00
2017-06-11,24.28,16:00:00
2017-06-11,23.70,17:00:00
2017-06-11,22.98,18:00:00
2017-06-11,22.17,19:00:00
2017-06-11,21.32,20:00:00
2017-06-11,20.48,21:00:00
2017-06-11,19.69,22:00:00
2017-06-11,18.99,23:00:00
2017-06-12,18.36,00:00:00
2017-06-12,17.98,01:00:00
2017-06-12,17.82,02:00:00
2017-06-12,17.92,03:00:00
2017-06-12,18.27,04:00:00
2017-06-12,18.84,05:00:00
2017-06-12,19.59,06:00:00
2017-06-12,20.44,07:00:00
2017-06-12,21.32,08:00:00
2017-06-12,22.18,09:00:00
2017-06-12,22.96,10:00:00
2017-06-12,23.63,11:00:00
2017-06-12,24.15,12:00:00
2017-06-12,24.50,13:00:00
2017-06-12,24.65,14:00:00
2017-06-12,24.57,15:00:00
2017-06-12,24.26,16:00:00
2017-06-12,23.73,17:00:00
2017-06-12,23.00,18:00:00
2017-06-12,22.14,19:00:00
2017-06-12,21.22,20:00:00
2017-06-12,20.32,21:00:00
2017-06-12,19.51,22:00:00
2017-06-12,18.84,23:00:00
2017-06-13,18.28,00:00:00
2017-06-13,17.97,01:00:00
2017-06-13,17.86,02:00:00
2017-06-13,17.95,03:00:00
2017-06-13,18.25,04:00:00
2017-06-13,18.75,05:00:00
2017-06-13,19.44,06:00:00
2017-06-13,20.27,07:00:00
2017-06-13,21.18,08:00:00
2017-06-13,22.10,09:00:00
2017-06-13,22.95,10:00:00
2017-06-13,23.66,11:00:00
2017-06-13,24.18,12:00:00
2017-06-13,24.48,13:00:00
2017-06-13,24.55,14:00:00
2017-06-13,24.42,15:00:00
2017-06-13,24.09,16:00:00
2017-06-13,23.59,17:00:00
2017-06-13,22.93,18:00:00
2017-06-13,22.13,19:00:00
2017-06-13,21.26,20:00:00
2017-06-13,20.35,21:00:00
2017-06-13,19.49,22:00:00
2017-06-13,18.75,23:00:00
2017-06-14,18.14,00:00:00
2017-06-14,17.81,01:00:00
2017-06-14,17.73,02:00:00
2017-06-14,17.89,03:00:00
2017-06-14,18.25,04:00:00
2017-06-14,18.80,05:00:00
2017-06-14,19.48,06:00:00
2017-06-14,20.25,07:00:00
2017-06-14,21.10,08:00:00
2017-06-14,21.96,09:00:00
2017-06-14,22.80,10:00:00
2017-06-14,23.54,11:00:00
2017-06-14,24.12,12:00:00
2017-06-14,24.48,13:00:00
2017-06-14,24.60,14:00:00
2017-06-14,24.46,15:00:00
2017-06-14,24.08,16:00:00
2017-06-14,23.50,17:00:00
2017-06-14,22.78,18:00:00
2017-06-14,21.98,19:00:00
2017-06-14,21.13,20:00:00
2017-06-14,20.29,21:00:00
2017-06-14,19.50,22:00:00
2017-06-14,18.80,23:00:00
2017-06-15,18.19,00:00:00
2017-06-15,17.81,01:00:00
2017-06-15,17.65,02:00:00
2017-06-15,17.76,03:00:00
2017-06-15,18.11,04:00:00
2017-06-15,18.69,05:00:00
2017-06-15,19.43,06:00:00
2017-06-15,20.28,07:00:00
2017-06-15,21.16,08:00:00
2017-06-15,22.01,09:00:00
2017-06-15,22.79,10:00:00
2017-06-15,23.46,11:00:00
2017-06-15,23.99,12:00:00
2017-06-15,24.34,13:00:00
2017-06-15,24.49,14:00:00
2017-06-15,24.42,15:00:00
2017-06-15,24.10,16:00:00
2017-06-15,23.56,17:00:00
2017-06-15,22.83,18:00:00
2017-06-15,21.97,19:00:00
2017-06-15,21.05,20:00:00
2017-06-15,20.16,21:00:00
2017-06-15,19.36,22:00:00
2017-06-15,18.69,23:00:00
2017-06-16,18.16,00:00:00
2017-06-16,17.84,01:00:00
2017-06-16,17.73,02:00:00
2017-06-16,17.81,03:00:00
2017-06-16,18.11,04:00:00
2017-06-16,18.62,05:00:00
2017-06-16,19.31,06:00:00
2017-06-16,20.15,07:00:00
2017-06-16,21.06,08:00:00
2017-06-16,21.98,09:00:00
2017-06-16,22.83,10:00:00
2017-06-16,23.53,11:00:00
2017-06-16,24.04,12:00:00
2017-06-16,24.34,13:00:00
2017-06-16,24.42,14:00:00
2017-06-16,24.30,15:00:00
2017-06-16,23.97,16:00:00
2017-06-16,23.47,17:00:00
2017-06-16,22.81,18:00:00
2017-06-16,22.01,19:00:00
2017-06-16,21.13,20:00:00
2017-06-16,20.22,21:00:00
2017-06-16,19.36,22:00:00
2017-06-16,18.62,23:00:00
2017-06-17,18.05,00:00:00
2017-06-17,17.73,01:00:00
2017-06-17,17.65,02:00:00
2017-06-17,17.80,03:00:00
2017-06-17,18.17,04:00:00
2017-06-17,18.70,05:00:00
2017-06-17,19.38,06:00:00
2017-06-17,20.16,07:00:00
2017-06-17,21.00,08:00:00
2017-06-17,21.87,09:00:00
2017-06-17,22.71,10:00:00
2017-06-17,23.45,11:00:00
2017-06-17,24.03,12:00:00
2017-06-17,24.40,13:00:00
2017-06-17,24.51,14:00:00
2017-06-17,24.36,15:00:00
2017-06-17,23.98,16:00:00
2017-06-17,23.41,17:00:00
2017-06-17,22.69,18:00:00
2017-06-17,21.89,19:00:00
2017-06-17,21.05,20:00:00
2017-06-17,20.21,21:00:00
2017-06-17,19.41,22:00:00
2017-06-17,18.70,23:00:00
2017-06-18,18.13,00:00:00
2017-06-18,17.75,01:00:00
2017-06-18,17.60,02:00:00
2017-06-18,17.71,03:00:00
2017-06-18,18.07,04:00:00
2017-06-18,18.64,05:00:00
2017-06-18,19.39,06:00:00
2017-06-18,20.23,07:00:00
2017-06-18,21.10,08:00:00
2017-06-18,21.95,09:00:00
2017-06-18,22.73,10:00:00
2017-06-18,23.40,11:00:00
2017-06-18,23.94,12:00:00
2017-06-18,24.30,13:00:00
2017-06-18,24.45,14:00:00
2017-06-18,24.37,15:00:00
2017-06-18,24.05,16:00:00
2017-06-18,23.51,17:00:00
2017-06-18,22.77,18:00:00
2017-06-18,21.91,19:00:00
2017-06-18,21.00,20:00:00
2017-06-18,20.11,21:00:00
2017-06-18,19.31,22:00:00
2017-06-18,18.65,23:00:00
2017-06-19,18.16,00:00:00
2017-06-19,17.84,01:00:00
2017-06-19,17.71,02:00:00
2017-06-19,17.80,03:00:00
2017-06-19,18.09,04:00:00
2017-06-19,18.60,05:00:00
2017-06-19,19.30,06:00:00
2017-06-19,20.14,07:00:00
2017-06-19,21.06,08:00:00
2017-06-19,21.98,09:00:00
2017-06-19,22.82,10:00:00
2017-06-19,23.52,11:00:00
2017-06-19,24.02,12:00:00
2017-06-19,24.32,13:00:00
2017-06-19,24.41,14:00:00
2017-06-19,24.29,15:00:00
2017-06-19,23.97,16:00:00
2017-06-19,23.47,17:00:00
2017-06-19,22.80,18:00:00
2017-06-19,22.00,19:00:00
2017-06-19,21.11,20:00:00
2017-06-19,20.20,21:00:00
2017-06-19,19.34,22:00:00
2017-06-19,18.60,23:00:00
2017-06-20,18.08,00:00:00
2017-06-20,17.76,01:00:00
2017-06-20,17.69,02:00:00
2017-06-20,17.84,03:00:00
2017-06-20,18.20,04:00:00
2017-06-20,18.73,05:00:00
2017-06-20,19.40,06:00:00
2017-06-20,20.18,07:00:00
2017-06-20,21.03,08:00:00
2017-06-20,21.91,09:00:00
2017-06-20,22.75,10:00:00
2017-06-20,23.49,11:00:00
2017-06-20,24.07,12:00:00
2017-06-20,24.43,13:00:00
2017-06-20,24.53,14:00:00
2017-06-20,24.38,15:00:00
2017-06-20,24.00,16:00:00
2017-06-20,23.43,17:00:00
2017-06-20,22.73,18:00:00
2017-06-20,21.93,19:00:00
2017-06-20,21.09,20:00:00
2017-06-20,20.25,21:00:00
2017-06-20,19.44,22:00:00
2017-06-20,18.73,23:00:00
2017-06-21,18.19,00:00:00
2017-06-21,17.81,01:00:00
2017-06-21,17.67,02:00:00
2017-06-21,17.78,03:00:00
2017-06-21,18.14,04:00:00
2017-06-21,18.72,05:00:00
2017-06-21,19.46,06:00:00
2017-06-21,20.30,07:00:00
2017-06-21,21.17,08:00:00
2017-06-21,22.01,09:00:00
2017-06-21,22.79,10:00:00
2017-06-21,23.47,11:00:00
2017-06-21,24.01,12:00:00
2017-06-21,24.37,13:00:00
2017-06-21,24.53,14:00:00
2017-06-21,24.45,15:00:00
2017-06-21,24.13,16:00:00
2017-06-21,23.57,17:00:00
2017-06-21,22.83,18:00:00
2017-06-21,21.97,19:00:00
2017-06-21,21.07,20:00:00
2017-06-21,20.18,21:00:00
2017-06-21,19.39,22:00:00
2017-06-21,18.73,23:00:00
2017-06-22,18.27,00:00:00
2017-06-22,17.95,01:00:00
2017-06-22,17.82,02:00:00
2017-06-22,17.90,03:00:00
2017-06-22,18.20,04:00:00
2017-06-22,18.71,05:00:00
2017-06-22,19.41,06:00:00
2017-06-22,20.26,07:00:00
2017-06-22,21.18,08:00:00
2017-06-22,22.10,09:00:00
2017-06-22,22.93,10:00:00
2017-06-22,23.62,11:00:00
2017-06-22,24.13,12:00:00
2017-06-22,24.42,13:00:00
2017-06-22,24.51,14:00:00
2017-06-22,24.40,15:00:00
2017-06-22,24.08,16:00:00
2017-06-22,23.58,17:00:00
2017-06-22,22.92,18:00:00
2017-06-22,22.11,19:00:00
2017-06-22,21.22,20:00:00
2017-06-22,20.30,21:00:00
2017-06-22,19.44,22:00:00
2017-06-22,18.71,23:00:00
2017-06-23,18.23,00:00:00
2017-06-23,17.92,01:00:00
2017-06-23,17.84,02:00:00
2017-06-23,17.99,03:00:00
2017-06-23,18.35,04:00:00
2017-06-23,18.87,05:00:00
2017-06-23,19.54,06:00:00
2017-06-23,20.32,07:00:00
2017-06-23,21.17,08:00:00
2017-06-23,22.05,09:00:00
2017-06-23,22.90,10:00:00
2017-06-23,23.65,11:00:00
2017-06-23,24.22,12:00:00
2017-06-23,24.57,13:00:00
2017-06-23,24.67,14:00:00
2017-06-23,24.52,15:00:00
2017-06-23,24.14,16:00:00
2017-06-23,23.58,17:00:00
2017-06-23,22.87,18:00:00
2017-06-23,22.08,19:00:00
2017-06-23,21.24,20:00:00
2017-06-23,20.40,21:00:00
2017-06-23,19.59,22:00:00
2017-06-23,18.87,23:00:00
2017-06-24,18.36,00:00:00
2017-06-24,17.98,01:00:00
2017-06-24,17.84,02:00:00
2017-06-24,17.96,03:00:00
2017-06-24,18.33,04:00:00
2017-06-24,18.91,05:00:00
2017-06-24,19.65,06:00:00
2017-06-24,20.48,07:00:00
2017-06-24,21.34,08:00:00
2017-06-24,22.19,09:00:00
2017-06-24,22.97,10:00:00
2017-06-24,23.65,11:00:00
2017-06-24,24.19,12:00:00
2017-06-24,24.56,13:00:00
2017-06-24,24.72,14:00:00
2017-06-24,24.63,15:00:00
2017-06-24,24.30,16:00:00
2017-06-24,23.75,17:00:00
2017-06-24,23.00,18:00:00
2017-06-24,22.15,19:00:00
2017-06-24,21.24,20:00:00
2017-06-24,20.37,21:00:00
2017-06-24,19.58,22:00:00
2017-06-24,18.91,23:00:00
